"","School.Name","County.x","Urban.Rural","Classification","X19.21.Difference.in.Math","X19.21.Difference.in.English","All.Students.English.Achievement","All.Students.Math.Achievement","X2021.All.Students.English.Achievement","X2021.All.Students.Math.Achievement","American.Indian.Alaskan.English.Achievement","American.Indian.Alaskan.Math.Achievement","Asian.Pacific.Islander.English.Achievement","Asian.Pacific.Islander.Math.Achievement","Black.English.Achievement","Black.Math.Achievement","Economically.Disadvantaged.English.Achievement","Economically.Disadvantaged.Math.Achievement","Hispanic.English.Achievement","Hispanic.Math.Achievement","White.English.Achievement","White.Math.Achievement","Students.With.Disability.English.Achievement","Students.With.Disability.Math.Achievement","X2021.American.Indian.Alaskan.English.Achievement","X2021.American.Indian.Alaskan.Math.Achievement","X2021.Asian.Pacific.Islander.English.Achievement","X2021.Asian.Pacific.Islander.Math.Achievement","X2021.Black.English.Achievement","X2021.Black.Math.Achievement","X2021.Economically.Disadvantaged.English.Achievement","X2021.Economically.Disadvantaged.Math.Achievement","X2021.Hispanic.English.Achievement","X2021.Hispanic.Math.Achievement","X2021.White.English.Achievement","X2021.White.Math.Achievement","X2021.Students.With.Disability.English.Achievement","X2021.Students.With.Disability.Math.Achievement","County.y","BS","MS","S","phd","Total","Post.Grad.Percentage","Total.Students.Enrolled","Teacher.Student.Ratio","White.Percentage","Black.Percentage","Econ.Disadvantaged.Percentage","County","Avg..Annual.Salaries.Administrators","Avg..Annual.Salaries.Teachers","Avg..Annual.Salaries.Support.Personnel","Absent...5D.Percentage","Absent.6D.15D.Percentage","Absent..15D.Percentage","id","amount","school_ppe_21","direct_cert_perc","mobility","ENROLL_PCT_GIFTED","u.r_dummy","growth.rate.math"
"1713","Southwest DeKalb High School","DeKalb County","Urban","H",-6.86,3.06,63.79,39.97,66.85,33.11,0,0,0,0,63.41,39.69,59.82,35.79,0,0,0,0,29.82,15.79,0,0,0,0,66.01,33.34,61.16,29.81,0,0,0,0,0,0,"DeKalb County",22,37,7,9,75,0.706666666666667,1271,16.9466666666667,0.6,95.6,64.9,"DeKalb County",105723.02,68776.07,73079.22,42.6,26.6,30.8,1,9955900.09,11914.4599609375,43.2999992370605,9.8,13.7,1,-6.86
"1714","Southwest Elementary School","Savannah-Chatham County","Urban","E",-22.45,-15.61,45.62,54.1,30.01,31.65,0,0,0,0,36.96,49.16,41.07,49.21,48.65,55.42,62.77,63.84,23.22,29.72,0,0,0,0,22.64,23.53,22.16,25.58,32.76,36.67,40,37.5,9.62,12.96,"Savannah-Chatham County",22,19,4,0,45,0.511111111111111,725,16.1111111111111,14.8,57,73.1,"Savannah-Chatham County",94023,56686.42,67334.5,65.7,18.2,16.1,1,5137166.38,11328.169921875,43.4000015258789,22.4,12.8,1,-22.45
"1715","Southwest Georgia S.T.E.M. Charter Academy","State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy","","E",-2.65,4.74,52.06,37.12,56.8,34.47,0,0,0,0,30.01,13.34,46.03,34.13,0,0,57.15,42.86,18.75,6.25,0,0,0,0,46.88,18.75,48.28,30.18,0,0,60.72,36.43,0,0,"State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy",15,11,2,0,28,0.464285714285714,386,13.7857142857143,68.9,18.9,66.1,"State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy",82856.63,49764.34,72040,39.6,44.6,15.8,1,4038069.21,11670.7197265625,59.2000007629395,20.7,2.3,NA,-2.65
"1716","Southwest High School","Bibb County","Urban","H",-8.16,-3.38,32.74,16.72,29.36,8.56,0,0,0,0,32.28,16.58,32.74,16.72,0,0,0,0,16.49,10.79,0,0,0,0,28.45,8.45,29.36,8.56,0,0,0,0,0,30.96,"Bibb County",21,25,5,2,53,0.60377358490566,841,15.8679245283019,2.7,92.7,100,"Bibb County",91769.67,56405.78,72338.86,4.2,8.7,87.2,1,7219031.69,12369.5400390625,67.8000030517578,21.2,NA,1,-8.16
"1717","Southwest Laurens Elementary","Laurens County","Rural","E",-5.31999999999999,-13.38,69.78,82.25,56.4,76.93,0,0,0,0,56.44,69.8,69.78,82.25,63.65,68.2,75.15,87.29,23.75,35,0,0,0,0,37.22,58.14,56.4,76.93,41.31,65.22,63.07,82.51,17,40,"Laurens County",12,25,24,3,64,0.8125,935,14.609375,70.7,20.9,100,"Laurens County",89124,61771.68,66053.5,41.7,44.3,14,1,7719744.64,10387.0595703125,46.0999984741211,13,6.5,0,-5.31999999999999
"1718","Southwest Middle School","Savannah-Chatham County","Urban","M",-23.51,-22.14,43.37,44.7,21.23,21.19,0,0,0,0,40.35,40.04,40.14,42.16,42.92,48.69,53.06,63.58,26.39,32.42,0,0,0,0,18.67,17.37,15.17,16.85,22.5,16.66,25.01,39.48,29.28,28.96,"Savannah-Chatham County",22,23,4,3,52,0.576923076923077,847,16.2884615384615,10.5,63.8,73.3,"Savannah-Chatham County",89100.67,54858.2,59311.14,56.7,22.1,21.3,1,6643054.05,12214.759765625,53.5,23.8,5.2,1,-23.51
"1719","Spalding Drive Elementary","Fulton County","Urban","E",-10.82,-5.73,100,100,94.27,89.18,0,0,0,0,80,80,75.91,74.11,85.49,85.49,100,100,50.01,38.65,0,0,0,0,73.69,58.34,72.72,65.15,65.01,64.99,0,0,56.25,50,"Fulton County",13,21,2,0,36,0.638888888888889,317,8.80555555555556,40.7,23.7,24,"Fulton County",101407.92,59090.45,81270.72,49.8,36.9,13.2,1,4337029.59,16722.0390625,14.5,13.2,15.5,1,-10.82
"1720","Spalding High School","Griffin-Spalding County","Urban","H",-15.58,-16.65,72.89,39.23,56.24,23.65,0,0,0,0,52.01,23.8,61.77,29.21,78.42,53.2,86.68,48.39,32.46,12.5,0,0,0,0,34.45,13.5,39.18,21.48,70.59,40,68.08,27.7,22.92,11.7,"Griffin-Spalding County",30,37,7,1,75,0.6,1335,17.8,51.8,36.9,50.6,"Griffin-Spalding County",98600.05,55584.64,72868.94,37.5,23.6,39,1,8377600.18,9865.5302734375,32.7999992370605,12.6,13.6,1,-15.58
"1721","Spencer High School","Muscogee County","Urban","H",-13.41,-27.57,47.57,29.48,20,16.07,0,0,0,0,45.1,27.45,47.57,29.48,50.01,32.54,72.23,42.1,19.24,9.49,0,0,0,0,20.83,14.15,20,16.07,13.16,26.19,0,0,2.5,4.84,"Muscogee County",20,27,4,1,52,0.615384615384615,1048,20.1538461538462,5.2,73.6,100,"Muscogee County",102019.86,53858.32,66703.78,36.6,22.9,40.5,1,6464886.91,9669.4697265625,56.0999984741211,23.4,2.1,1,-13.41
"1722","Spirit Creek Middle School","Richmond County","Urban","M",-16.62,-11.55,40.09,37.96,28.54,21.34,0,0,0,0,39.53,36.49,40.09,37.96,37.88,43.94,50.01,51.32,9.03,13.86,0,0,0,0,26.06,20,28.54,21.34,35,23.69,44.45,33.34,4.1,5,"Richmond County",16,16,3,2,37,0.567567567567568,615,16.6216216216216,7,82.1,100,"Richmond County",94373,54147.27,67355.6,49.3,28.3,22.4,1,3748635.19,9754.2099609375,53.2999992370605,11.8,1.8,1,-16.62
"1723","Spout Springs Elementary School","Hall County","Urban","E",-4.58999999999999,-12.54,90.84,85.99,78.3,81.4,0,0,0,0,85.3,64.71,58.33,63.2,53.64,57.28,97.24,91.39,55.72,64.28,0,0,0,0,0,0,54.72,58.49,61.61,66.08,82.34,85.5,46.27,57.47,"Hall County",11,17,14,0,42,0.738095238095238,804,19.1428571428571,76.2,3.1,13.8,"Hall County",86258,65315.86,76003.33,58.6,34.8,6.6,1,5226738.6,8803.6796875,7,9.3,16.8,1,-4.58999999999999
"1724","Sprayberry High School","Cobb County","Urban","H",-25.35,4.23,81.3,69.75,85.53,44.4,0,0,93.75,96.67,70.87,55.7,71.68,62,71.71,64.14,91.94,79.75,48.65,38.82,0,0,0,63.34,76.76,39.48,85.63,44.4,72.22,34.62,95.17,53.75,46.58,40.48,"Cobb County",34,45,18,3,100,0.66,1938,19.38,35.3,27.9,99.9,"Cobb County",102101.85,64405.25,78357.93,67.9,17.9,14.2,1,13186955.85,8879.5595703125,12.1999998092651,14.4,14.9,1,-25.35
"1725","Spring Hill Elementary School","Fayette County","Urban","E",-10.88,-17.56,83.49,75.83,65.93,64.95,0,0,90,90,77.59,69.26,77.85,72.16,85.2,77.78,97.24,81.49,35.53,32.9,0,0,0,0,66.54,63.3,61.62,59.87,59.57,65.96,72.73,67.05,32.36,22.06,"Fayette County",11,29,11,1,52,0.788461538461538,688,13.2307692307692,14.8,55.2,51.5,"Fayette County",97255.5,63964.77,64079.22,60.5,29.4,10.2,1,6454467.46,12430.2001953125,26.8999996185303,12.1,9,1,-10.88
"1726","Spring Place Elementary School","Murray County","Urban","E",-30.73,5.09,43.62,69.69,48.71,38.96,0,0,0,0,0,0,43.62,69.69,38.38,69.78,47,70,29.41,38.24,0,0,0,0,0,0,48.71,38.96,41.67,36.67,51.11,40,17.14,34.29,"Murray County",18,11,18,1,48,0.625,574,11.9583333333333,59.1,0.7,100,"Murray County",78900.91,55904.68,71939,59.1,31,9.9,1,4723774.93,10961.23046875,43.0999984741211,14.2,6,1,-30.73
"1727","Springdale Elementary School","Bibb County","Urban","E",-32.62,-20.87,79.86,83.15,58.99,50.53,0,0,0,0,66.32,69.72,79.86,83.15,0,0,95.76,96.28,52.94,54.41,0,0,0,0,35.19,29.01,58.99,50.53,0,0,79.26,71.36,11.12,16.67,"Bibb County",17,20,3,0,40,0.575,545,13.625,38.3,45.3,100,"Bibb County",83443.82,53210.04,66061.22,76.5,19.8,3.7,1,4340000.72,11512.76953125,28.1000003814697,15,10.4,1,-32.62
"1728","Springdale Park Elementary School","Atlanta Public Schools","","E",-100,-100,100,100,0,0,0,0,100,100,88.3,80.85,67.57,60.23,100,85.49,100,100,68.18,68.19,0,0,0,0,0,0,0,0,95.24,85.71,0,0,0,0,"Atlanta Public Schools",13,31,10,4,58,0.775862068965517,743,12.8103448275862,57.2,13.1,3.6,"Atlanta Public Schools",101417.33,64063.53,65863.99,83.4,11.8,4.7,1,6919454.75,15520.9296875,8.10000038146973,9.8,20.5,NA,-100
"1729","Springfield Elementary School","Effingham County","Urban","E",3.65000000000001,-3.76,67.68,69.36,63.92,73.01,0,0,0,0,44.68,56.39,53.97,59.46,76.33,73.68,79.89,76.15,37.33,41.55,0,0,0,0,49.11,49.11,50.01,62.61,0,0,70.57,81.96,34.03,40.97,"Effingham County",25,26,14,0,65,0.615384615384615,651,10.0153846153846,61.9,25.2,49.8,"Effingham County",88119.12,60683.79,68883.93,44.2,43.6,12.1,1,6248112.35,12131.5595703125,36.5,18.2,6.3,1,3.65000000000001
"1730","St. George Elementary School","Charlton County","Rural","E",-29.48,-19.34,88.09,85.73,68.75,56.25,0,0,0,0,0,0,83.34,82.24,0,0,84.22,78.97,0,0,0,0,0,0,0,0,68.75,56.25,0,0,63.9,58.35,43.34,40,"Charlton County",4,5,5,0,14,0.714285714285714,169,12.0714285714286,87.6,0.6,100,"Charlton County",140536.88,58616.43,76971.71,36.1,46.7,17.2,1,1512371.04,11714.8203125,26.8999996185303,10,3.7,0,-29.48
"1731","St. Marys Video and Communication Technology","Muscogee County","Urban","E",-8.11,-15.1,39.56,30.74,24.46,22.63,0,0,0,0,38.49,29.35,39.56,30.74,0,0,0,0,18.19,15.15,0,0,0,0,23.83,21.43,24.46,22.63,0,0,0,0,3.13,3.13,"Muscogee County",18,8,1,0,27,0.333333333333333,530,19.6296296296296,2.8,88.1,100,"Muscogee County",96911,48362.04,63145.25,33.4,35.5,31.1,1,2889427.45,8679.0302734375,79.3000030517578,14,NA,1,-8.11
"1732","St. Simons Elementary School","Glynn County","Urban","E",-6.27000000000001,-10.73,92.28,99.62,81.55,93.35,0,0,0,0,63.75,78.75,77.96,88.6,72.23,83.34,100,100,66.67,83.34,0,0,0,0,40,57,60.91,70.01,75.75,75.75,97.82,0,39.7,51.47,"Glynn County",9,22,8,1,40,0.775,549,13.725,55.6,24.2,49,"Glynn County",93496.69,63656.24,65601.18,57.4,34.2,8.4,1,5198054.42,12563.3701171875,32.5,19.2,9.5,1,-6.27000000000001
"1733","Stallings Island Middle School","Columbia County","Urban","M",4.86999999999999,-1.68000000000001,95.29,90.01,93.61,94.88,0,0,100,100,69.55,58.06,65.82,56.84,92.5,85,97.71,92.44,37.85,33.34,0,0,0,0,59.84,56.57,71.35,67.68,0,0,94.04,94.13,50.98,51.96,"Columbia County",9,21,15,0,45,0.8,763,16.9555555555556,62.1,12.3,16.3,"Columbia County",101995.5,64504.53,73895.13,57,33.6,9.4,1,5545423.34,9076.8603515625,8.89999961853027,8.7,32.9,1,4.86999999999999
"1734","Stark Elementary School","Butts County","Urban","E",-11.3,-11.14,55.5,56.26,44.36,44.96,0,0,0,0,39.59,39.58,55.5,56.26,0,0,62.35,63.25,19.25,30.77,0,0,0,0,28.95,22.81,44.36,44.96,0,0,50,54.55,25.72,25.72,"Butts County",22,9,11,0,42,0.476190476190476,600,14.2857142857143,65.3,24,100,"Butts County",93610,57491.48,64803.5,44.7,35.3,20,1,4769709.99,10416.509765625,45.2000007629395,14.5,4.7,1,-11.3
"1735","Starling Elementary School","Gwinnett County","Urban","E",-7.38,-10.83,84.92,88.39,74.09,81.01,0,0,99.08,100,82.43,82.43,73.5,76.4,68.59,72.73,91.01,98.56,32.43,39.87,0,0,93.33,0,73.22,76.78,66.79,71,60.17,72.88,79.58,89.44,33.68,41.84,"Gwinnett County",18,41,10,0,69,0.739130434782609,1148,16.6376811594203,20,48.3,42.6,"Gwinnett County",90838.73,64019.09,76464.29,85.2,12.3,2.5,1,8146379.89,9230.900390625,18.2999992370605,10,12.7,1,-7.38
"1736","Starrs Mill High School","Fayette County","Urban","H",-12.83,-7.26,100,100,92.74,87.17,0,0,100,100,84.26,78.23,85.01,83.61,100,96.16,100,100,69.16,51.06,0,0,0,84.38,60.43,71.75,80.56,64.29,80.96,95.46,96.21,88.13,0,41.31,"Fayette County",15,40,33,3,91,0.835164835164835,1379,15.1538461538462,69.9,10.9,9.1,"Fayette County",86899.68,69953.23,82537.21,50,32.9,17,1,12445935.85,11468.73046875,3.59999990463257,5.4,28.7,1,-12.83
"1737","State Bridge Crossing Elementary School","Fulton County","Urban","E",0,-2.04000000000001,100,100,97.96,100,0,0,100,100,96.51,86.05,94.83,88.8,94,86,100,100,67.27,65.84,0,0,0,0,83.33,81.67,59.09,61.37,63.65,60,0,0,75.01,82,"Fulton County",19,23,5,0,47,0.595744680851064,669,14.2340425531915,47.1,11.7,10.9,"Fulton County",100130.8,64415.14,68076.56,72.3,23.8,3.9,1,5311883.93,10639.990234375,3.79999995231628,9.3,9.9,1,0
"1738","Statesboro High School","Bulloch County","Rural","H",-18.06,-10.2,73.73,51.71,63.53,33.65,0,0,0,0,57.24,33.83,60.53,39.61,69.44,50.01,95.82,71.68,28.58,18.47,0,0,0,0,37.4,27.06,42.98,27.28,52.64,33.34,83.76,40.74,34.1,15.38,"Bulloch County",24,46,15,3,88,0.727272727272727,1860,21.1363636363636,33.6,53.4,55.2,"Bulloch County",78691.82,60196.31,67592.15,53.9,25.3,20.8,1,11190090.39,8257.330078125,37.4000015258789,18.4,10.7,0,-18.06
"1739","Statesboro STEAM Academy","State Charter Schools II- Statesboro STEAM Academy","","H",-9.2,-8.17,67.08,52.44,58.91,43.24,0,0,0,0,59.38,31.25,54.27,40.44,0,0,70,57.28,39.48,31.58,0,0,0,0,48.15,38.89,54.54,36.36,0,0,65.8,44.87,0,0,"State Charter Schools II- Statesboro STEAM Academy",9,3,1,0,13,0.307692307692308,175,13.4615384615385,60,32,52,"State Charter Schools II- Statesboro STEAM Academy",59500,44335.92,0,95.4,4.6,0,1,NA,NA,23.7999992370605,5.4,8.3,NA,-9.2
"1740","Statham Elementary School","Barrow County","Urban","E",-16.73,-11.95,61.5,68.59,49.55,51.86,0,0,52.5,80,42.87,50.02,52.69,58.98,61.12,65.98,68.46,74.06,28.18,35.22,0,0,0,0,41.46,42.69,41.99,43.62,41.13,44.36,56.12,59.1,30.72,30.72,"Barrow County",20,22,15,2,59,0.661016949152542,743,12.593220338983,56.7,14.3,55.3,"Barrow County",72512.61,55339.14,57947.93,29.3,44.7,26,1,6717932.3,11256.330078125,27.7000007629395,13.4,9.2,1,-16.73
"1741","Stephens County Fifth Grade Academy","Stephens County","Rural","E",1.49,-7.87,58.09,59.1,50.22,60.59,0,0,0,0,40.28,41.67,58.09,59.1,65.63,65.63,60.86,60.84,33.66,29.81,0,0,0,0,30.77,34.61,50.22,60.59,0,0,52.14,65.65,30.85,29.79,"Stephens County",10,7,12,0,29,0.655172413793103,277,9.55172413793103,72.2,12.3,100,"Stephens County",83283,59770.8,56019.72,44,39.7,16.2,1,1976573.74,8896.599609375,37.7000007629395,11.3,11.7,0,1.49
"1742","Stephens County High School","Stephens County","Rural","H",-28.47,-21,73.31,66.61,52.31,38.14,0,0,0,0,48.72,40.24,62.83,53.44,60,53.13,78.43,72.19,22.66,19.83,0,0,0,0,24.28,27.5,40.97,35.12,0,33.34,57.77,40.94,28.57,17.5,"Stephens County",18,36,14,1,69,0.739130434782609,1193,17.2898550724638,74.4,13.2,45.8,"Stephens County",81523.6,57200.13,62842.57,34.7,33,32.3,1,10015475.42,10193,29.1000003814697,10.3,20.4,0,-28.47
"1743","Stephens County Middle School","Stephens County","Rural","M",-12.12,-8.56,59.47,65.99,50.91,53.87,0,0,0,0,35.15,44.56,59.47,65.99,53.75,57.5,63.79,69.64,29.01,35.01,0,0,0,0,25.3,32.35,50.91,53.87,50,54.76,54.89,56.87,18.62,23.55,"Stephens County",25,20,17,2,64,0.609375,968,15.125,73.9,11.3,100,"Stephens County",75730.67,55726.69,61231.95,40.7,34.1,25.2,1,7774842.44,9898.5302734375,43.5999984741211,11,14.5,0,-12.12
"1744","Stephenson High School","DeKalb County","Urban","H",-22.55,-12.99,60.23,45.94,47.24,23.39,0,0,0,0,59.76,45.03,55.74,41.73,76.32,70.38,0,0,18.86,14.59,0,0,0,0,47.48,22.89,39.89,22.16,0,0,0,0,14.81,5.82,"DeKalb County",22,41,18,6,87,0.747126436781609,1421,16.3333333333333,1.3,91.6,62.5,"DeKalb County",105336.1,68511.37,77681.03,62.5,18.2,19.4,1,11150670.08,12143.2001953125,38,9.6,9.3,1,-22.55
"1745","Stephenson Middle School","DeKalb County","Urban","M",-20.56,-7.14,51.22,45.41,44.08,24.85,0,0,0,0,51.38,44.58,47.27,42.14,46.59,60.23,0,0,32.74,29.21,0,0,0,0,43.76,22.6,40.39,20.87,43.75,28.13,0,0,28.57,26.2,"DeKalb County",20,30,10,4,64,0.6875,1001,15.640625,1.2,89.3,67.6,"DeKalb County",106192.44,66316.96,78479.71,47.6,24.8,27.7,1,8531434.17,12880.4501953125,47.2999992370605,11.3,7.3,1,-20.56
"1746","Sterling Elementary School","Glynn County","Urban","E",-8.52,-24.37,67.09,69,42.72,60.48,0,0,0,0,52.32,50.46,58.6,60.51,60.01,67.5,79.95,81.69,36.03,36.03,0,0,0,0,30.55,38.07,34.52,52.06,32.73,53.64,54.22,75.62,15.08,20.64,"Glynn County",19,25,13,0,57,0.666666666666667,763,13.3859649122807,47.7,27.1,68.9,"Glynn County",90642.22,59244.62,67735.27,54.7,35.9,9.4,1,6751914.77,11351.8798828125,47.7999992370605,17.8,3.4,1,-8.52
"1747","Stevens Creek Elementary School","Columbia County","Urban","E",-100,-4.38,100,100,95.62,0,0,0,100,100,77.9,77.91,83.56,88,93.48,100,100,100,54.84,60.87,0,0,0,0,59.73,59.73,67.7,75.53,94.45,83.34,95.06,0,46.67,55.18,"Columbia County",16,25,9,1,51,0.686274509803922,899,17.6274509803922,60.2,10.2,14.2,"Columbia County",100461,62944.06,77698.67,55.6,35.4,9,1,6477502.85,8812.400390625,9.19999980926514,10.5,20.2,1,-100
"1748","Stewart County Elementary School","Stewart County","Rural","E",-30.2,-19.21,47.65,60.37,28.44,30.17,0,0,0,0,46.04,59.41,47.65,60.37,0,0,0,0,0,0,0,0,0,0,29.81,30.78,0,0,0,0,0,0,0,0,"Stewart County",11,5,2,0,18,0.388888888888889,200,11.1111111111111,5.5,90.5,0,"Stewart County",109260.56,51832.55,70688.4,61,20.5,18.5,1,2290795.51,16474.890625,76.5,13.1,2.2,0,-30.2
"1749","Stewart County High School","Stewart County","Rural","H",-51.79,-3.63,68.85,65.69,65.22,13.9,0,0,0,0,69.65,65.31,68.85,65.69,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,"Stewart County",3,7,4,1,15,0.8,117,7.8,9.4,88,0,"Stewart County",107788,61207.04,71317.32,85.5,13.7,0.9,1,1565040.71,19005.4609375,56.7000007629395,13.5,1,0,-51.79
"1750","Stewart County Middle School","Stewart County","Rural","M",-24.59,-4.46,52.04,67.34,47.58,42.75,0,0,0,0,52.14,66.5,52.04,67.34,0,0,0,0,29.41,44.11,0,0,0,0,47.41,42.25,0,0,0,0,0,0,0,0,"Stewart County",0,4,6,1,11,1,125,11.3636363636364,6.4,92,0,"Stewart County",109260.56,61226.05,71160.09,50.4,16.8,32.8,1,1025462.09,12874.580078125,64.3000030517578,8.7,0.9,0,-24.59
"1751","Stewart Middle School","Douglas County","Urban","M",-22.46,-12.9,59.85,52.47,46.95,30.01,0,0,0,0,60.15,50.55,57.71,50.92,57.34,58.67,63.9,69.45,18.29,17.74,0,0,0,0,45.29,28.39,42.89,27.35,53.34,40.91,0,0,11.61,12.5,"Douglas County",10,24,4,2,40,0.75,659,16.475,2.9,79.5,76.5,"Douglas County",100495.67,60065.41,73585.81,18.8,36.1,45.1,1,4851621.29,10190.7099609375,48.2000007629395,11.4,7.6,1,-22.46
"1752","Still Elementary School","Cobb County","Urban","E",-12.02,-14.81,89.42,82,74.61,69.98,0,0,0,0,74.77,71.9,67.95,66.23,80,76,96.74,86.88,51.4,58.34,0,0,0,0,63.64,54.6,74.61,69.98,72.62,61.9,81.33,81.21,40,52.27,"Cobb County",11,37,9,2,59,0.813559322033898,763,12.9322033898305,45.9,30.8,99.9,"Cobb County",114005.19,70368.7,74868.05,78.8,18.1,3.1,1,8460658.87,13372.009765625,12.8999996185303,7.3,12,1,-12.02
"1753","Stilson Elementary School","Bulloch County","Rural","E",-14.79,-18.15,68.79,71.52,50.64,56.73,0,0,0,0,0,0,59.25,59.79,0,0,70,73.16,38.57,45.71,0,0,0,0,0,0,40.36,45.17,0,0,53.39,59.1,18.18,22.73,"Bulloch County",15,12,2,0,29,0.482758620689655,421,14.5172413793103,84.3,4.3,52.7,"Bulloch County",72064.66,54006.94,62298.34,44.7,41.6,13.8,1,3304056.65,9873.4296875,35.2999992370605,13.9,6.3,0,-14.79
"1754","Stockbridge Elementary School","Henry County","Urban","E",-26.58,-24.87,46.44,53.58,21.57,27,0,0,0,0,43.44,50,45.5,54,45.59,55.88,0,0,8.34,13.89,0,0,0,0,19.23,23.08,19.23,26.32,16.67,0,0,0,0,0,"Henry County",16,11,9,1,37,0.567567567567568,612,16.5405405405405,6.9,58.7,70.3,"Henry County",97735.51,56169.95,51236.33,42.2,39.4,18.5,1,5290325.53,10767.509765625,51.9000015258789,17.8,5,1,-26.58
"1755","Stockbridge High School","Henry County","Urban","H",-17.98,-10.13,67.96,39.61,57.83,21.63,0,0,0,66.67,66.63,37.63,66.71,37.13,71.43,44.35,66.22,40.13,30.77,14.02,0,0,0,0,57.23,21.88,53.78,19.27,50.01,25.47,72.22,12.5,25.68,13.16,"Henry County",32,31,10,2,75,0.573333333333333,1595,21.2666666666667,9.2,69.7,51.8,"Henry County",95579.18,59264.04,77080.41,37.3,27.7,35,1,11406541.56,9019.5400390625,32.5,9.6,6.3,1,-17.98
"1756","Stockbridge Middle School","Henry County","Urban","M",-10.62,-4.89,47.79,42.46,42.9,31.84,0,0,0,0,45.78,38.52,45.86,41.28,46.7,45.46,48.1,45.73,18.49,15.77,0,0,0,0,40.78,27.52,41.5,31.04,34.85,31.06,50,42.59,20.01,20.01,"Henry County",20,20,3,1,44,0.545454545454545,788,17.9090909090909,11.9,58.9,61.2,"Henry County",93588.7,54005.05,73397.78,48.2,31.9,19.9,1,6106366.56,9296.6796875,39.7999992370605,14.3,8.9,1,-10.62
"1757","Stone Creek Elementary School","Walker County","Urban","E",-12.9,-11.76,51.24,54.96,39.48,42.06,0,0,0,0,34.38,34.38,49.13,52.07,0,0,51.84,55.54,21.43,29.6,0,0,0,0,0,0,35.54,36.8,0,0,39.26,43.56,13.24,16.17,"Walker County",21,12,4,0,37,0.432432432432432,443,11.972972972973,81.7,6.1,80.8,"Walker County",78188.66,48807.57,60247.4,35.7,37.5,26.9,1,3598159.32,10288.7001953125,45,16.6,9.4,1,-12.9
"1758","Stone Mill Elementary School","DeKalb County","Urban","E",-37.76,-17.53,47.15,55.31,29.62,17.55,0,0,0,0,46.4,55.16,47.15,55.31,48.62,56.95,0,0,13.64,15.91,0,0,0,0,26.53,17.01,29.62,17.55,31.04,18.97,0,0,0,0,"DeKalb County",14,21,8,0,43,0.674418604651163,587,13.6511627906977,1.2,79.7,100,"DeKalb County",103155.07,63168.9,65245.34,82.3,13.5,4.3,1,4836539.44,13280.0595703125,68.1999969482422,19.4,2.2,1,-37.76
"1759","Stone Mountain Elementary School","DeKalb County","Urban","E",-20.31,-20.96,39.05,32.54,18.09,12.23,0,0,0,0,39.37,32.67,37.57,31.5,25,22.5,0,0,17.25,8.62,0,0,0,0,19.08,11.19,18.09,12.23,0,0,0,0,0,0,"DeKalb County",17,15,5,2,39,0.564102564102564,490,12.5641025641026,2.2,82.9,100,"DeKalb County",105558.97,60773.39,66616.47,34.1,25.7,40.2,1,4578604.13,14083.1904296875,69.1999969482422,20.9,72.3,1,-20.31
"1760","Stone Mountain High School","DeKalb County","Urban","H",-9.44,-13.15,49.24,32.62,36.09,23.18,0,0,46.68,46.33,49.26,30.07,48.44,31.81,52.83,38.47,0,34.38,22.81,12.77,0,0,41.67,0,34.17,22.42,36.09,23.18,0,0,0,0,0,0,"DeKalb County",22,35,9,3,69,0.681159420289855,1305,18.9130434782609,1.5,78.2,100,"DeKalb County",101507.62,64651.77,70663.63,26.5,23.8,49.7,1,9572159.95,11678.2802734375,50.7999992370605,21,3.7,1,-9.44
"1761","Stone Mountain Middle School","DeKalb County","Urban","M",-17.26,-12.19,43.27,45.52,31.08,28.26,0,0,57.15,70.12,41.04,42,41.59,44.25,47.83,48.37,33.34,54.76,25.86,28.63,0,0,54.17,53.69,27.28,20.7,31.08,28.26,32.61,40.48,0,0,1.79,7.41,"DeKalb County",22,38,11,4,75,0.706666666666667,1180,15.7333333333333,1.9,77.5,100,"DeKalb County",106639.26,64177.07,75568.51,44.4,23.5,32.1,1,9342789.75,12299.3798828125,60,13.5,6,1,-17.26
"1762","Stoneview Elementary School","DeKalb County","Urban","E",-19.28,-14.21,32.93,33.85,18.72,14.57,0,0,0,0,31.54,31.57,32.93,33.85,44.65,51.85,0,0,4.84,4.84,0,0,0,0,17.79,13.83,18.72,14.57,23.69,15.92,0,0,16.67,10.01,"DeKalb County",17,33,9,0,59,0.711864406779661,815,13.8135593220339,0.7,85.5,100,"DeKalb County",91110.7,62761.25,73798.27,43.7,30.3,26,1,7547997.77,14401.490234375,74.3000030517578,19.8,0.6,1,-19.28
"1763","Stonewall Tell Elementary School","Fulton County","Urban","E",-17.59,-15.85,79.24,76.56,63.39,58.97,0,0,0,0,80.41,77.08,69.73,68.7,0,0,0,0,34.64,33.14,0,0,0,0,61.71,58.58,55.36,52.41,0,0,0,0,11.76,2.94,"Fulton County",20,25,9,0,54,0.62962962962963,694,12.8518518518519,0.4,92.4,55,"Fulton County",110072.75,62484.02,76162.43,47.8,32.1,20,1,6095143.08,11695.740234375,39.2999992370605,13.5,5.6,1,-17.59
